run_name,run_dir,phase,task,method,seed,ablation_group,ablation_name,star_algorithm_version,git_sha,final_step,expected_steps,completed,has_final_checkpoint,final_checkpoint,error_scan,train_latest_reward,train_latest_cost,train_avg_last10_reward,train_avg_last10_cost,train_total_cost,train_total_cost_rate,mechanism_rows,raw_eval_episodes,raw_return_mean,raw_cost_mean,raw_evr_mean,raw_constraint_satisfaction_rate,filtered_eval_episodes,filtered_return_mean,filtered_cost_mean,filtered_evr_mean,filtered_constraint_satisfaction_rate
starv2_ablation_100k_SafetyPointGoal1_v0_endpoint_fix_positive_linear_star_v2_s21,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_endpoint_fix_positive_linear_star_v2_s21,ablation_100k,SafetyPointGoal1-v0,star_v2,21,ablation_100k,endpoint_fix_positive_linear,star_v2,9317416f8f25da31b7135cbb5de0a3a44f4a7fd6,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_endpoint_fix_positive_linear_star_v2_s21/checkpoint/final.torch,,23.957610075023442,23.0,25.970185743028786,49.4,6126.0,0.06126,19,10,27.110816692232454,39.9,0.039900000000000005,0.3,0,nan,nan,nan,nan
starv2_ablation_100k_SafetyPointGoal1_v0_endpoint_fix_positive_linear_star_v2_s22,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_endpoint_fix_positive_linear_star_v2_s22,ablation_100k,SafetyPointGoal1-v0,star_v2,22,ablation_100k,endpoint_fix_positive_linear,star_v2,9317416f8f25da31b7135cbb5de0a3a44f4a7fd6,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_endpoint_fix_positive_linear_star_v2_s22/checkpoint/final.torch,,25.846585967111455,105.0,25.149197901971,48.0,5701.0,0.05701,19,10,26.81455876115524,57.5,0.057499999999999996,0.3,0,nan,nan,nan,nan
starv2_ablation_100k_SafetyPointGoal1_v0_original_legacy_linear_star_v2_s20,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_original_legacy_linear_star_v2_s20,ablation_100k,SafetyPointGoal1-v0,star_v2,20,ablation_100k,original_legacy_linear,star_v2,9317416f8f25da31b7135cbb5de0a3a44f4a7fd6,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_original_legacy_linear_star_v2_s20/checkpoint/final.torch,,27.3051131818146,67.0,25.839455877505724,55.7,4810.0,0.0481,19,10,25.955624127189445,60.3,0.060300000000000006,0.1,0,nan,nan,nan,nan
starv2_ablation_100k_SafetyPointGoal1_v0_original_legacy_linear_star_v2_s21,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_original_legacy_linear_star_v2_s21,ablation_100k,SafetyPointGoal1-v0,star_v2,21,ablation_100k,original_legacy_linear,star_v2,9317416f8f25da31b7135cbb5de0a3a44f4a7fd6,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_original_legacy_linear_star_v2_s21/checkpoint/final.torch,,25.18832577764396,120.0,25.517988286876705,66.1,6447.0,0.06447,19,10,26.107767996280604,58.7,0.05870000000000001,0.1,0,nan,nan,nan,nan
starv2_ablation_100k_SafetyPointGoal1_v0_original_legacy_linear_star_v2_s22,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_original_legacy_linear_star_v2_s22,ablation_100k,SafetyPointGoal1-v0,star_v2,22,ablation_100k,original_legacy_linear,star_v2,9317416f8f25da31b7135cbb5de0a3a44f4a7fd6,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_original_legacy_linear_star_v2_s22/checkpoint/final.torch,,25.541820530435196,95.0,23.07933712514899,78.8,6683.0,0.06683,19,10,26.26669474928965,44.2,0.044199999999999996,0.3,0,nan,nan,nan,nan
starv2_ablation_100k_SafetyPointGoal1_v0_penalty_fix_legacy_squared_star_v2_s20,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_penalty_fix_legacy_squared_star_v2_s20,ablation_100k,SafetyPointGoal1-v0,star_v2,20,ablation_100k,penalty_fix_legacy_squared,star_v2,9317416f8f25da31b7135cbb5de0a3a44f4a7fd6,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_penalty_fix_legacy_squared_star_v2_s20/checkpoint/final.torch,,26.05704120643764,75.0,25.291658186508492,56.9,5847.0,0.05847,19,10,26.561312644548543,55.5,0.05550000000000001,0.4,0,nan,nan,nan,nan
starv2_ablation_100k_SafetyPointGoal1_v0_penalty_fix_legacy_squared_star_v2_s21,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_penalty_fix_legacy_squared_star_v2_s21,ablation_100k,SafetyPointGoal1-v0,star_v2,21,ablation_100k,penalty_fix_legacy_squared,star_v2,9317416f8f25da31b7135cbb5de0a3a44f4a7fd6,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_penalty_fix_legacy_squared_star_v2_s21/checkpoint/final.torch,,28.149795553730353,16.0,26.13844392208237,52.5,6313.0,0.06313,19,10,26.357500388724212,50.4,0.0504,0.2,0,nan,nan,nan,nan
starv2_ablation_100k_SafetyPointGoal1_v0_penalty_fix_legacy_squared_star_v2_s22,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_penalty_fix_legacy_squared_star_v2_s22,ablation_100k,SafetyPointGoal1-v0,star_v2,22,ablation_100k,penalty_fix_legacy_squared,star_v2,9317416f8f25da31b7135cbb5de0a3a44f4a7fd6,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_penalty_fix_legacy_squared_star_v2_s22/checkpoint/final.torch,,27.459497294961064,49.0,25.918846209279923,46.3,5599.0,0.05599,19,10,26.5268022448428,54.6,0.0546,0.2,0,nan,nan,nan,nan
starv2_ablation_100k_SafetyPointGoal1_v0_star_v2_positive_squared_star_v2_s20,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_star_v2_positive_squared_star_v2_s20,ablation_100k,SafetyPointGoal1-v0,star_v2,20,ablation_100k,star_v2_positive_squared,star_v2,9317416f8f25da31b7135cbb5de0a3a44f4a7fd6,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_star_v2_positive_squared_star_v2_s20/checkpoint/final.torch,,25.420741174743362,18.0,25.97271587537845,47.4,5904.0,0.05904,19,10,26.72071389984298,59.1,0.05910000000000001,0.2,0,nan,nan,nan,nan
starv2_ablation_100k_SafetyPointGoal1_v0_star_v2_positive_squared_star_v2_s21,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_star_v2_positive_squared_star_v2_s21,ablation_100k,SafetyPointGoal1-v0,star_v2,21,ablation_100k,star_v2_positive_squared,star_v2,9317416f8f25da31b7135cbb5de0a3a44f4a7fd6,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_star_v2_positive_squared_star_v2_s21/checkpoint/final.torch,,25.21193121092637,24.0,25.973443046766214,54.1,6887.0,0.06887,19,10,26.21364576364608,53.5,0.053500000000000006,0.3,0,nan,nan,nan,nan
starv2_ablation_100k_SafetyPointGoal1_v0_star_v2_positive_squared_star_v2_s22,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_star_v2_positive_squared_star_v2_s22,ablation_100k,SafetyPointGoal1-v0,star_v2,22,ablation_100k,star_v2_positive_squared,star_v2,9317416f8f25da31b7135cbb5de0a3a44f4a7fd6,100000,100000,True,True,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_star_v2_positive_squared_star_v2_s22/checkpoint/final.torch,,25.4707829726492,0.0,24.671297336415606,54.9,5044.0,0.05044,19,10,25.748683910648595,47.4,0.0474,0.2,0,nan,nan,nan,nan
